"","normVector1D","normVector2D","midpoints"
"1",0.645225777251696,-0.763991947843657,-0.0285250379133091
"2",0.773559743389252,-0.633723380827593,-0.0725570293466519
"3",0.833340138217889,0.552760539506022,0.0674796373249327
"4",0.782129173644827,-0.623116326004751,-0.0705805549706547
"5",0.818085344706965,-0.575096834259838,-0.0823582992602225
"6",0.778722016394278,-0.627369126737067,0.0373744626214644
"7",0.773559743389252,-0.633723380827593,-0.0725570293466519
"8",0.773559743389252,-0.633723380827593,-0.0725570293466519
"9",0.778722016394278,-0.627369126737067,0.0373744626214644
"10",0.828700730214339,0.559691968624011,0.475460513665937
"11",0.858312198478089,0.513127830022607,0.662795744319816
"12",0.569000044116807,0.822337491420081,0.0460884904745493
"13",0.833340138217889,0.552760539506022,0.0674796373249327
"14",0.796131542781378,-0.605123596126067,0.719789504831266
"15",0.877024195680298,-0.480446209467123,0.0113294826412215
"16",0.787734661742508,-0.616014693566166,0.0364381263241082
"17",0.793973594101797,-0.607952244727393,0.0357750689286845
"18",0.790485573830165,-0.612480658932504,0.0361473045619865
"19",0.793765385264707,-0.608224064926381,0.0357973994859683
"20",0.942628837991164,-0.33384258833682,0.0979705622871796
"21",0.893775338320998,-0.448514932426096,0.754607805110639
"22",0.787340803282982,-0.616518012296241,0.0364795685958055
"23",0.773559743389252,-0.633723380827593,-0.0725570293466519
"24",0.833340138217889,0.552760539506022,0.0674796373249327
"25",0.833340138217889,0.552760539506022,0.0674796373249327
"26",0.787340803282982,-0.616518012296241,0.0364795685958055
"27",0.802148098544113,-0.597125135965708,-0.191506666767994
"28",0.832143413206085,-0.554560492514321,-0.164423274134264
"29",0.80822503975909,-0.588873742924931,-0.196535741801037
"30",0.793303030282891,-0.608826988679035,-0.0679310604285863
"31",0.89331578551588,-0.449429535464844,-0.0707900670013409
"32",0.815260119006839,0.579094930349899,-0.191621769815052
"33",0.951710590311786,-0.306996664946692,-0.00285888042291518
"34",0.915494848326481,-0.402329694016828,-0.0321527572944382
"35",0.94970170697127,-0.313155979945868,-0.00528478318519487
"36",0.806269664279291,-0.591548162420406,-0.19259595336244
"37",0.778722016394278,-0.627369126737067,0.0373744626214644
"38",0.271749716952147,0.962367960468566,0.167619651701985
"39",0.773559743389252,-0.633723380827593,-0.0725570293466519
"40",0.921818898790984,0.387620842875841,-0.0983955888041713
"41",0.773559743389252,-0.633723380827593,-0.0725570293466519
"42",0.951674320247208,-0.307109081894389,-0.00293098948687616
"43",0.88870210817882,0.458485073823042,-0.119748144077723
"44",0.865510950071234,0.500890003201092,-0.132581736833389
"45",0.782129173644827,-0.623116326004751,-0.0705805549706547
"46",0.865510950071234,0.500890003201092,-0.132581736833389
"47",0.782129173644827,-0.623116326004751,-0.0705805549706547
"48",0.833340138217889,0.552760539506022,0.0674796373249327
"49",0.773559743389252,-0.633723380827593,-0.0725570293466519
"50",0.778722016394278,-0.627369126737067,0.0373744626214644
"51",0.938917947199657,0.344141087965942,0.431283780522148
"52",0.827118295956262,0.562027868076317,-0.185064644217835
"53",0.885919209398232,0.46383957832338,-0.121366225290617
"54",0.837158235803863,0.546960773937002,0.0691562787250482
"55",0.853281412492087,0.521450698624049,0.0845481456735292
"56",0.931089344399371,-0.364791218021967,-0.186707564938078
"57",0.773559743389252,-0.633723380827593,-0.0725570293466519
"58",0.778722016394278,-0.627369126737067,0.0373744626214644
"59",0.940238217778001,-0.340517391376195,-0.0332488073757746
"60",0.833340138217889,0.552760539506022,0.0674796373249327
"61",0.885919209398232,0.46383957832338,-0.121366225290617
"62",0.278960693840566,0.960302520715212,0.0113309085848907
"63",0.0543193720659618,0.998523613049967,0.0755110610164742
"64",0.405901377079241,0.913916884670141,0.208501097219144
"65",0.773559743389252,-0.633723380827593,-0.0725570293466519
"66",0.782129173644827,-0.623116326004751,-0.0705805549706547
"67",0.921733294118442,0.38782436039213,-0.098456753403362
"68",0.999586389145891,0.0287584880388055,0.328557140132945
"69",0.773559743389252,-0.633723380827593,-0.0725570293466519
"70",0.773559743389252,-0.633723380827593,-0.0725570293466519
"71",0.914848277048595,0.403797758762004,-0.103260127670307
"72",0.935457060249521,-0.353440360498521,-0.0432662974382417
"73",0.951793685286514,-0.30673894543849,-0.00269357826725622
"74",0.985907592014855,0.167290824636229,0.204890630943724
"75",0.80876560507604,-0.588131104470752,0.709166988967157
"76",0.773559743389252,-0.633723380827593,-0.0725570293466519
"77",0.806232989157696,-0.591598146712653,-0.244388656961931
"78",0.998987438111215,-0.0449899821737115,0.204640806730028
"79",0.0771975651803072,0.997015815285912,0.14082705732171
"80",0.804994384377945,-0.59328242947181,-0.0650652602988054
"81",0.857649866022226,0.514234097772656,-0.136629641959019
"82",0.4048688581014,-0.91437476328892,0.0713282562713089
"83",0.998229629780693,-0.0594777792784817,-0.302341486511032
"84",0.808914731102058,-0.587925979869988,0.0379437932579859
"85",0.929378485404933,-0.369128203834971,-0.0554864270747289
"86",0.778722016394278,-0.627369126737067,0.0373744626214644
"87",0.773559743389252,-0.633723380827593,-0.0725570293466519
"88",0.833340138217889,0.552760539506022,0.0674796373249327
"89",0.0775312269901619,0.996989924142366,0.230946888251572
"90",0.773559743389252,-0.633723380827593,-0.0725570293466519
"91",0.824092225470293,0.566455650443546,0.564318250611677
"92",0.903258514571244,-0.429096790776336,0.752841602451147
"93",0.839575974271034,0.543242287958922,0.0702255122217426
"94",0.804549891810431,0.593885065974743,0.401805032421996
"95",0.778722016394278,-0.627369126737067,0.0373744626214644
"96",0.833340138217889,0.552760539506022,0.0674796373249327
"97",0.772965412768618,-0.634448162313865,0.0379597784847825
"98",0.590850250114925,-0.806781247885157,0.191316984628374
